Industry_code_NZSIOC,Value
KK11,26
KK11,23
KK11,13834
KK11,880985
KK11,245227
KK11,17278
KK11,1477
KK11,717
KK11,618480
KK11,880985
KK11,187640
KK11,411555
KK11,281789
KK11,1529400
KK11,413800
KK11,60
KK11,60
KK11,7
KK11,2
KK11,21
KK121,3225
KK121,2012
KK121,334
KK121,0
KK121,879
KK121,2730
KK121,C
KK121,C
KK121,12
KK121,96
KK121,0
KK121,288
KK121,1746
KK121,585
KK121,0
KK121,0
KK121,495
KK121,12732
KK121,12732
KK121,4163
KK121,2718100
KK121,417300
KK121,12
KK121,4
KK121,33
KK122,5520
KK122,5016
KK122,353
KK122,0
KK122,151
KK122,5044
KK122,C
KK122,C
KK122,38
KK122,626
KK122,7
KK122,139
KK122,4061
KK122,159
KK122,0
KK122,0
KK122,477
KK122,22157
KK122,22157
KK122,3775
KK122,678100
KK122,58500
KK122,13
KK122,2
KK122,17
KK12,8745
KK12,7028
KK12,687
KK12,0
KK12,1030
KK12,7774
KK12,14
KK12,10
KK12,51
KK12,721
KK12,7
KK12,427
KK12,5807
KK12,743
KK12,0
KK12,0
KK12,972
KK12,34889
KK12,34889
KK12,7938
KK12,937500
KK12,104200
KK12,12
KK12,3
KK12,23
KK131,4595
KK131,3888
KK131,514
KK131,12
KK131,180
KK131,3665
KK131,194
KK131,13
KK131,91
KK131,1395
KK131,9
KK131,71
KK131,1780
KK131,122
KK131,9
KK131,10
KK131,931
KK131,10956
KK131,10956
KK131,4517
KK131,312200
KK131,63300
KK131,21
KK131,8
KK131,41
KK13,4595
KK13,3888
KK13,514
KK13,12
KK13,180
KK13,3665
KK13,194
KK13,13
KK13,91
KK13,1395
KK13,9
KK13,71
KK13,1780
KK13,122
KK13,9
KK13,10
KK13,931
KK13,10956
KK13,10956
KK13,4517
KK13,312200
KK13,63300
KK13,21
KK13,8
KK13,41
KK,64471
KK,15553
KK,42988
KK,23
KK,5907
KK,48732
KK,22172
KK,78
KK,605
KK,4959
KK,26
KK,552
KK,12413
KK,7953
KK,35
KK,33
KK,15737
KK,926830
KK,268754
KK,18048
KK,1647
KK,782
KK,640027
KK,926830
KK,200095
KK,430477
KK,296257
KK,1121600
KK,273800
KK,62
KK,62
KK,8
KK,2
KK,22
